2017/05/06 15:24,0,0,1543356756,163,32,0,403400,0,0,0
2017/05/06 15:27,0,0,1543356756,163,32,0,403410,0,0,0
2017/05/06 15:29,0,0,1543356756,163,32,0,403420,0,0,0
2017/05/06 15:31,0,0,1543356756,163,32,0,403434,0,0,0
2017/05/06 15:33,0,0,1543356756,163,32,0,403434,0,0,0
2017/05/06 15:45,0,0,1543356756,163,32,0,403434,0,0,0
2017/05/06 16:02,0,0,1543356756,163,32,0,403434,0,0,0
2017/05/06 16:16,0,0,1543356756,163,32,0,403434,0,0,0
2017/05/06 16:30,0,0,1543356756,163,32,0,403434,0,0,0
2017/05/06 16:46,0,0,1543356756,163,32,0,403434,0,0,0
2017/05/06 17:01,0,0,1543356756,163,32,0,403434,0,0,0
2017/05/06 17:16,0,0,1543356756,163,32,0,403434,0,0,0
2017/05/06 17:30,0,0,1543356756,163,32,0,403434,0,0,0
2017/05/06 17:47,0,0,1543356756,163,32,0,403434,0,0,0
2017/05/06 18:01,0,0,1543356756,163,32,0,403692,0,0,0
2017/05/06 18:15,0,0,1543356756,163,32,0,403692,0,0,0
2017/05/06 18:31,0,0,1543356756,163,32,0,403716,0,0,0
2017/05/06 18:46,0,0,1543356756,163,32,0,403724,0,0,0
2017/05/06 19:01,0,0,1543356756,163,32,0,403725,0,0,0
2017/05/06 19:15,0,0,1543356756,163,32,0,403730,0,0,0
2017/05/06 19:32,0,0,1543356756,163,32,0,403740,0,0,0
2017/05/06 19:46,0,0,1543356756,163,32,0,403770,0,0,0
2017/05/06 20:00,0,0,1543356756,163,32,0,403820,0,0,0
2017/05/06 20:16,0,0,1543356756,163,32,0,403906,0,0,0
2017/05/06 20:31,0,0,1543356756,163,32,0,403906,0,0,0
2017/05/06 20:46,0,0,1543356756,163,32,0,403934,0,0,0
2017/05/06 21:00,0,0,1543356756,163,32,0,403934,0,0,0
2017/05/06 21:17,0,0,1543356756,163,32,0,403952,0,0,0
2017/05/06 21:31,0,0,1543356756,163,32,0,403952,0,0,0
2017/05/06 21:45,0,0,1543356756,163,32,0,403952,0,0,0
2017/05/06 22:01,0,0,1543356756,163,32,0,403952,0,0,0
2017/05/06 22:16,0,0,1543356756,163,32,0,404008,0,0,0
2017/05/06 22:31,0,0,1543356756,131,32,0,404008,0,0,0
2017/05/06 22:45,0,0,1543356756,163,32,0,404008,0,0,0
2017/05/06 23:02,0,0,1543356756,163,32,0,404008,0,0,0
2017/05/06 23:16,0,0,1543356756,163,32,0,404008,0,0,0
2017/05/06 23:30,0,0,1543356756,163,32,0,404034,0,0,0
2017/05/06 23:46,0,0,1543356756,163,32,0,404034,0,0,0
2017/05/07 00:01,0,0,1543356756,163,32,0,404034,0,0,0
2017/05/07 00:16,0,0,1543356756,163,32,0,404034,0,0,0
2017/05/07 00:30,0,0,1543356756,163,32,0,404034,0,0,0
2017/05/07 00:47,0,0,1543356756,163,32,0,404034,0,0,0
2017/05/07 01:01,0,0,1543356756,163,32,0,404034,0,0,0
2017/05/07 01:15,0,0,1543356756,163,32,0,404034,0,0,0
2017/05/07 01:31,0,0,1543356756,163,32,0,404034,0,0,0
2017/05/07 01:46,0,0,1543356756,163,32,0,404034,0,0,0
2017/05/07 02:01,0,0,1543356756,163,32,0,404034,0,0,0
2017/05/07 02:15,0,0,1543356756,163,32,0,404034,0,0,0
2017/05/07 02:32,0,0,1543356756,163,32,0,404034,0,0,0
2017/05/07 02:46,0,0,1543356756,163,32,0,404034,0,0,0
2017/05/07 03:00,0,0,1543356756,163,32,0,404034,0,0,0
2017/05/07 03:16,0,0,1543356756,163,32,0,404034,0,0,0
2017/05/07 03:31,0,0,1543356756,163,32,0,404034,0,0,0
2017/05/07 03:46,0,0,1543356756,163,32,0,404034,0,0,0
2017/05/07 04:00,0,0,1543356756,163,32,0,404034,0,0,0
2017/05/07 04:17,0,0,1543356756,163,32,0,404034,0,0,0
2017/05/07 04:31,0,0,1543356756,163,32,0,404034,0,0,0
2017/05/07 04:45,0,0,1543356756,163,32,0,404034,0,0,0
2017/05/07 05:01,0,0,1543356756,163,32,0,404034,0,0,0
2017/05/07 05:16,0,0,1543356756,163,32,0,404034,0,0,0
2017/05/07 05:31,0,0,1543356756,163,32,0,404034,0,0,0
2017/05/07 05:45,0,0,1543356756,163,32,0,404034,0,0,0
2017/05/07 06:02,0,0,1543356756,163,32,0,404034,0,0,0
2017/05/07 06:16,0,0,1543356756,163,32,0,404034,0,0,0
2017/05/07 06:30,0,0,1543356756,163,32,0,404034,0,0,0
